user_id,nativeLang,task3v4
74773,German,0.35
74779,English,0.65
74788,Polish,0.4
74808,English,0.35
7481,English,0.5
74816,English,0.55
7482,English,0.6
74822,English,0.9
74824,Norwegian,0.4
74825,English,0.5
74830,English,0.55
74832,Dutch,0.5
74841,English,0.6
74849,English,0.9
74850,English,0.35
74853,English,0.4
74855,French,0.85
74857,Indonesian,0.4
7486,English,0.55
7487,Creole,0.7
74870,English,0.95
74874,English,0.6
74881,English,0.65
74883,English,0.45
74887,English,0.45
7489,English,0.65
74891,English,0.3
74892,English,0.55
74894,English,0.7
74895,English,0.6
74897,English,0.85
74909,English,0.7
74914,English,0.75
74915,French,0.35
74916,English,0.9
74923,English,0.75
74925,English,0.45
74937,English,0.45
74938,English,0.55
74941,Indonesian,0.45
74944,English,0.65
74946,French,0.5
74949,Dutch,0.5
7496,English,0.85
74960,English,0.55
74963,Latvian,0.35
74970,English,0.3
74972,German,0.6
74974,German,0.55
74978,English,0.65
74979,German,0.7
74989,English,0.45
74993,English,0.5
74994,English,0.65
74995,English,0.55
75,English,0.4
750,Swedish,0.95
75010,English,0.55
75014,Urdu,0.6
75017,French,0.5
75020,English,0.65
75023,French,0.55
75024,English,0.45
75027,English,0.4
75028,Swedish,0.5
75031,English,1
75033,English,0.75
75034,English,0.5
75038,German,0.25
75040,English,0.75
75041,English,0.3
75052,Sinhalese,0.45
75059,English,0.55
75060,English,0.8
75061,Dutch,0.6
75070,English,1
75074,English,0.45
75077,English,0.5
75090,French,0.5
75095,Dutch,0.85
75099,English,0.55
751,French,0.65
75100,Dutch,0.55
75105,English,0.7
75106,English,0.4
75107,French,0.55
75118,English,0.4
75123,English,0.6
75124,English,0.45
75125,English,0.9
75139,English,0.55
75145,Finnish,0.8
75148,English,1
7515,English,0.45
75150,English,0.85
75160,English,0.9
75161,German,0.3
75162,English,0.65
75168,English,0.75
7517,Portuguese,1
75171,English,0.4
75173,English,0.65
75179,Lithuanian,0.55
7518,English,1
75182,French,0.5
75185,Swedish,0.6
75189,Portuguese,0.6
75191,Spanish,0.65
75201,English,0.45
75211,Turkish,0.5
75212,French,0.7
75214,English,0.55
75216,English,0.75
75221,Romanian,0.55
75228,English,0.45
75229,Luxembourgish,0.8
75234,English,0.8
75244,English,0.65
75245,English,0.4
75248,Swedish,0.4
75250,English,0.45
75251,English,0.7
75253,Mongolian,0.6
75259,French,0.45
75263,English,0.9
75267,English,0.35
75270,English,1
75277,Dutch,0.65
75282,English,0.45
75283,Dutch,0.35
75290,English,0.6
75291,English,0.5
75299,English,0.4
75300,English,0.75
75304,English,0.5
75308,English,0.95
75311,Bengali,0.5
75316,English,0.9
7532,Slovene,0.25
75322,English,0.55
75325,English,0.55
75327,German,0.7
75329,English,0.65
75331,English,0.95
75334,Spanish,0.55
75335,English,0.65
75336,English,0.6
75338,Finnish,0.85
7534,English,0.55
7535,English,0.5
75364,Hindi,0.4
75365,Ukrainian,0.55
75368,English,0.45
75369,English,0.6
75370,English,0.75
75378,English,0.5
75381,English,0.35
75382,English,0.6
75384,English,0.9
75386,English,0.55
75387,English,0.65
75392,Slovak,0.4
75393,German,0.75
75396,English,0.7
75399,English,0.15
75404,English,0.5
75405,English,0.55
7541,English,0.95
75410,English,0.95
75416,Latvian,1
75420,English,0.55
75423,English,0.55
75425,English,0.85
75427,English,0.45
75428,English,0.75
7543,English,0.55
75431,English,0.5
75433,English,0.5
75440,English,0.85
75445,Swedish,0.5
75446,English,0.5
75452,English,0.55
75453,Norwegian,0.55
75454,Brahui,0.95
75455,English,0.75
75457,English,0.5
75458,English,1
75459,English,0.5
75468,Arabic,0.7
75475,English,0.65
75483,Finnish,0.65
75485,English,0.55
75499,German,0.45
75503,English,0.45
75505,English,0.45
75506,English,0.95
75509,Russian,0.4
7551,English,0.35
75517,English,0.5
75522,English,0.55
75527,English,0.65
75537,German,0.5
75538,Italian,0.5
75539,Dutch,0.95
7554,English,0.65
75543,Danish,0.4
75550,French,0.95
75551,English,0.8
75552,English,0.8
75557,English,0.7
75560,English,0.55
75569,English,1
7557,English,0.85
75571,English,0.6
75572,English,0.45
75575,English,0.6
7558,English,0.65
75580,Hebrew,0.55
75582,English,0.65
75585,Swedish,0.6
75589,Dutch,0.85
75595,English,0.4
756,German,0.55
7560,English,0.55
75605,English,0.55
75607,English,0.65
75613,English,0.6
75614,Hindi,0.45
75617,Russian,0.5
75618,German,0.45
75628,English,0.5
7563,Spanish,0.7
75630,English,0.55
75634,Dutch,0.4
75636,English,0.7
75638,English,0.9
75639,English,0.95
75642,English,0.5
75646,English,0.45
7565,English,0.5
75659,Serbian,0.35
75663,English,0.6
75677,Dutch,0.6
75678,Tagalog,0.45
75681,Finnish,0.55
75688,English,0.45
75689,English,1
7569,Lithuanian,0.5
75693,English,0.9
75695,English,0.55
75701,English,0.95
75704,English,1
75709,German,0.75
7571,English,0.45
75713,Spanish,0.75
75714,English,0.55
75717,Dutch,0.6
75718,Arabic,0.55
75720,English,0.4
75724,Portuguese,0.5
7573,Tamil,0.45
75730,English,0.7
75731,English,0.9
75734,English,0.5
75738,English,0.45
75741,English,0.45
75747,English,0.55
75750,English,1
75754,English,0.55
75758,English,0.75
75760,English,0.35
75761,English,1
75765,English,1
75768,Urdu,0.4
75772,English,0.55
75774,English,0.45
7578,English,0.6
75781,English,0.55
75783,English,0.55
75784,English,0.8
75787,English,0.5
75792,English,0.6
75795,French,0.9
75796,English,0.45
75797,English,0.55
75806,Romanian,0.65
7581,English,0.55
75810,English,0.6
75817,Dutch,0.65
75819,English,0.9
75823,German,0.45
75824,Russian,0.4
75825,English,0.95
75827,English,1
75828,English,0.6
75830,Portuguese,0.45
75833,English,0.55
75834,English,0.6
75836,English,0.35
75837,English,0.35
75838,English,0.6
75847,English,0.65
75851,Dutch,1
75852,English,0.7
75855,English,0.65
75864,English,0.35
75868,English,0.4
75877,English,0.45
75878,Japanese,0.4
7588,English,0.7
75880,Arabic,0.45
75885,German,0.55
75886,Hindi,0.6
75894,Spanish,0.45
75895,German,0.55
75896,English,0.55
75903,Dutch,1
75904,English,0.35
7591,English,0.35
75915,English,0.4
7592,English,0.45
75920,English,0.9
75924,English,0.6
75925,English,0.45
75935,Serbian,0.45
75936,English,0.85
75945,English,0.9
75952,Malay,0.8
7596,English,0.4
75962,English,0.5
75963,Swedish,0.5
75965,English,0.45
75970,English,0.7
75977,Turkish,0.5
75978,French,0.8
7598,English,1
75981,English,0.55
75983,English,0.35
75986,Aramaic,0.55
75989,English,0.5
75992,English,1
75994,English,0.5
76,English,0.4
7600,English,0.4
76007,English,0.6
76009,English,0.35
76019,English,0.4
76027,English,0.55
76029,English,0.5
76030,Danish,0.65
76033,English,0.95
76036,English,0.5
76037,Czech,0.7
76043,English,0.55
76044,English,0.55
76051,English,0.6
76054,English,0.65
76055,English,0.45
76057,Albanian,0.9
7606,English,0.8
76066,English,0.7
76067,English,1
76069,Telugu,0.65
76079,English,0.45
7608,English,0.8
76088,English,0.65
76089,French,0.4
7609,English,0.85
76091,English,0.5
76092,Swiss German,0.65
76095,English,1
76102,English,0.95
76107,English,0.35
76109,Slovene,0.7
76113,English,0.55
76115,Swedish,0.65
76119,English,0.55
7612,English,1
76120,English,0.55
76129,English,0.75
76133,Aklanon,0.6
76137,English,0.5
76142,French,0.35
76143,Swedish,0.55
76152,English,0.8
76153,English,0.6
76165,Portuguese,0.8
76172,Romanian,0.35
76174,Spanish,0.7
76178,English,0.7
76179,English,0.9
76183,English,0.6
7619,English,0.45
76194,Swedish,0.65
7620,Dutch,1
76201,English,1
76203,Spanish,0.8
7621,Dutch,0.7
76219,English,0.6
76221,English,0.6
76229,English,0.65
7623,English,0.55
76236,Greek,0.7
76238,English,1
76242,German,0.6
76251,English,0.85
76255,English,0.6
76258,Bulgarian,0.55
76275,English,0.7
76278,Portuguese,0.8
76279,English,0.7
76280,English,0.6
76281,Swedish,0.55
76285,Spanish,0.5
76288,German,0.5
76292,English,1
76293,Hindi,0.45
76299,English,0.4
76304,Spanish,0.35
76305,Nepalese,0.6
76306,Turkish,0.5
76316,English,0.6
76319,English,0.5
7632,English,0.95
76326,Tagalog,0.65
76327,English,1
76329,Turkish,0.4
7633,English,0.7
76336,Polish,0.65
76338,German,0.6
7634,English,0.5
76345,Danish,0.6
76352,English,0.55
76355,Spanish,0.45
76369,English,0.5
7637,English,0.7
76379,English,1
76385,English,0.65
76391,English,0.75
76394,Hebrew,0.95
7640,English,0.55
76401,Bengali,0.7
76410,English,0.55
76413,English,0.45
76415,English,0.65
76420,English,0.65
76422,French,0.35
76427,English,0.25
76432,English,0.55
76433,German,0.55
76435,English,0.6
76437,Lithuanian,0.6
76440,English,0.5
76445,English,1
76446,Romanian,0.7
76457,English,0.95
76458,German,0.5
7646,English,0.8
76460,Other,0.85
76463,English,0.55
76468,English,0.5
76475,English,1
76479,German,0.55
76481,Swedish,0.5
76484,Hindi,0.45
76485,English,0.45
76487,Polish,0.5
76488,English,0.35
7649,English,0.55
76500,English,0.8
76504,English,0.45
76506,English,0.5
76507,English,0.45
76519,Dutch,0.35
76526,English,0.45
76537,Russian,0.5
76539,English,0.45
76541,Arabic,0.7
76543,English,0.65
76545,Polish,0.55
76550,German,0.5
76551,English,0.45
76552,English,0.5
76553,English,0.75
76554,English,1
76555,English,0.45
76556,English,0.95
76559,English,0.5
76560,English,0.7
76564,English,0.75
76565,English,0.95
76566,Spanish,0.45
7657,English,0.85
76576,English,0.5
76579,English,0.5
7658,English,0.8
76580,English,0.9
76582,English,0.6
76588,Japanese,0.55
7659,English,0.6
76590,Lithuanian,0.55
76592,Polish,0.4
76597,English,0.7
7660,English,0.55
76600,Finnish,0.95
76602,English,0.45
76603,French,0.9
76612,English,0.7
76614,English,0.9
76619,Norwegian,1
76620,English,0.9
76621,English,0.5
76627,English,0.9
76629,English,0.6
76631,English,0.5
76633,Spanish,0.65
76635,English,0.7
76637,Luxembourgish,0.65
76640,English,0.95
76643,English,0.7
76645,English,0.5
76647,English,0.65
7665,English,0.3
76655,English,0.75
76657,English,0.6
76659,Dutch,0.8
76661,English,0.7
76662,English,0.5
76663,English,0.55
76673,English,0.4
76675,Portuguese,0.55
76678,English,0.85
7668,English,0.6
76690,English,0.95
76695,English,0.6
767,Dutch,0.9
76703,English,0.45
76704,English,0.5
76705,French,0.7
76713,Portuguese,0.95
76715,English,0.85
7672,English,1
76721,English,1
76725,Latvian,0.9
76728,English,0.85
76730,German,0.45
76731,German,0.8
76734,English,1
76735,English,0.35
76742,English,0.8
76743,Hebrew,0.85
7675,English,0.5
76753,English,0.4
76755,English,0.65
7676,Icelandic,0.55
76763,Swedish,0.7
76768,English,1
76771,English,0.55
76775,German,0.55
76776,English,0.6
76777,English,0.45
76781,Danish,0.5
76782,English,0.55
76785,English,0.65
76786,English,0.8
76787,English,0.45
76788,English,0.55
7679,English,0.75
76790,English,0.5
76793,English,0.45
76794,English,0.75
76795,English,0.45
76799,English,0.45
768,Punjabi,0.75
76803,English,0.45
76805,Russian,0.65
76807,Spanish,0.65
76810,Lithuanian,0.5
76813,English,0.35
76819,English,0.65
76820,English,0.55
76823,English,0.7
76830,Malayalam,0.5
76833,English,0.9
7684,English,0.35
76854,Luxembourgish,0.5
76855,English,0.85
76857,German,0.65
76863,English,0.6
76870,Portuguese,0.9
76871,Russian,0.55
76875,German,0.65
76879,English,0.25
76884,Polish,0.65
76893,Chinese/Mandarin,0.45
76898,English,0.4
76899,English,0.5
76904,English,0.55
76907,English,0.5
7691,Polish,0.55
76910,English,0.9
76912,English,0.55
76914,Bosnian,0.65
76919,English,0.35
76923,English,0.4
76927,French,0.65
76929,English,0.65
76930,English,0.8
76933,Finnish,0.65
76934,English,0.3
76940,English,0.6
76941,Turkish,0.35
76943,English,0.5
76946,Spanish,0.6
76951,Portuguese,0.4
76954,Vietnamese,0.35
76957,English,0.6
76960,German,0.8
76961,Portuguese,0.55
76962,English,0.35
76963,Norwegian,0.65
76972,English,0.55
76974,English,0.95
76978,English,0.85
76979,English,0.8
76980,English,0.45
76981,Spanish,0.45
76985,English,0.95
7699,English,0.9
76998,Swedish,0.6
76999,English,0.55
77,English,0.4
770,Swedish,0.5
7700,English,0.55
77002,English,0.3
77003,Hungarian,0.7
77005,English,0.55
77008,English,0.55
77011,English,0.75
77013,English,0.8
77014,English,1
77017,English,0.55
77018,English,0.3
77020,English,0.5
77024,English,0.6
77025,English,1
77031,English,0.6
77032,Swiss German,0.45
77034,Polish,0.4
77037,English,0.8
77039,Bosnian,0.4
77041,French,0.7
77042,German,0.6
77049,English,0.45
7705,English,0.7
77050,Serbian,0.5
77052,English,0.6
77053,Spanish,0.5
77056,English,0.25
7706,Greek,0.35
77062,English,0.5
77065,English,0.45
77066,English,0.65
7707,English,0.6
77070,English,0.4
77077,English,0.65
77081,Lithuanian,0.45
77090,Swedish,0.9
77097,English,1
771,English,0.4
7711,English,0.85
77127,German,0.55
77131,English,0.8
7714,English,0.45
77140,English,0.55
77141,English,0.95
77142,English,0.6
77144,English,0.55
77146,English,0.25
77147,English,0.65
7715,English,0.4
77150,Spanish,0.7
77156,English,0.9
77157,Chinese/Cantonese/Yue,0.7
77158,English,0.75
7716,Macedonian,0.55
77161,English,0.45
77163,Spanish,0.6
77169,English,0.65
77173,English,1
77176,English,0.9
7718,English,0.4
77185,Icelandic,0.5
77188,English,0.55
7719,English,0.85
77191,English,0.65
77202,English,0.95
77205,German,0.65
77212,English,0.45
77215,German,0.45
77224,German,0.85
77225,English,0.25
77226,English,0.45
77231,Hebrew,0.85
77238,English,0.65
77240,English,0.7
77250,English,0.65
77252,Portuguese,0.85
77256,English,1
77261,English,0.55
77263,English,0.45
77272,English,0.75
77274,English,0.45
77275,Swedish,0.55
77281,English,0.6
77294,English,0.6
77297,English,0.8
77299,English,0.55
77302,English,0.8
77304,English,0.75
77308,English,0.5
77310,English,0.6
77326,English,0.7
7733,English,0.5
77333,English,0.5
77334,German,0.7
77337,English,0.4
77343,Chinese/Cantonese/Yue,0.7
77344,Croatian,0.55
77345,English,0.5
77353,German,0.7
77354,English,0.65
77355,French,0.55
7736,English,0.45
77363,English,0.4
77369,English,0.3
7737,English,0.35
77373,English,1
77374,Chinese/Cantonese/Yue,0.75
77376,English,0.65
77377,English,1
77381,Romanian,0.35
77382,English,0.65
77385,English,0.6
77392,German,0.45
77406,Dutch,0.75
77409,French,0.8
7741,English,0.3
77411,Spanish,0.4
77418,English,0.45
77421,English,0.65
77422,English,0.9
7743,English,0.75
77432,English,0.65
77438,English,0.7
77439,English,0.2
77440,English,0.5
77452,Swedish,0.5
77453,English,0.4
77456,Lithuanian,0.45
77458,English,1
77463,English,0.3
77466,Latvian,0.6
77468,English,1
77475,English,0.75
77476,German,0.3
77477,English,0.4
7748,English,0.45
77481,Bengali,0.5
77484,English,0.55
77488,English,0.55
77489,English,0.5
77490,English,1
77495,Bengali,0.6
77504,English,0.45
77509,English,0.9
77513,Spanish,0.55
77514,English,0.7
77515,English,0.65
77517,English,0.5
77522,English,0.6
77525,English,0.8
77526,English,0.55
77532,French,0.45
77533,French,1
77536,English,0.6
77539,German,0.35
7754,English,0.75
77541,English,0.55
77542,English,0.55
77545,German,0.45
77549,English,0.65
77550,English,0.4
77552,English,0.65
77555,English,0.65
77557,English,0.6
77559,Swedish,0.85
77563,English,0.7
77564,English,0.85
77566,Kannada,0.65
77571,English,0.6
77578,Hindi,0.45
77580,English,1
77581,English,1
77582,English,1
77587,English,1
77588,English,1
77594,English,1
77596,Dutch,0.8
77597,English,0.55
77598,English,0.45
77600,German,0.9
77602,English,0.8
77615,English,0.75
77617,English,0.85
77620,English,1
77621,English,0.45
77623,English,0.75
77626,Romanian,0.6
77636,English,1
7764,English,0.5
77640,English,0.45
77644,English,1
77649,English,0.3
7765,English,0.5
77651,German,0.8
77653,German,0.95
77654,Spanish,0.6
77658,English,0.6
77660,Icelandic,0.6
77664,English,1
77666,English,0.6
77667,English,0.5
7767,English,0.95
77670,English,0.55
77672,English,0.7
77675,English,1
77681,English,0.6
77685,English,0.95
7769,Spanish,0.95
77707,French,0.85
77710,French,0.9
77714,English,0.9
77732,French,0.65
77737,English,0.65
77738,English,0.75
7774,English,0.55
77740,English,0.45
77742,English,0.45
77743,English,0.6
77744,English,0.55
77747,Romanian,0.45
77750,French,1
77751,English,0.9
77753,English,0.65
77756,English,1
77758,Greek,0.4
77769,English,0.95
77773,English,0.75
77776,Norwegian,0.5
77777,French,0.6
77778,English,0.7
77780,English,0.5
77797,Finnish,0.3
77803,English,0.45
77809,Dutch,0.6
77813,English,0.8
77814,Spanish,0.75
77817,English,0.95
7782,English,0.7
77831,English,0.4
77832,English,0.5
77833,English,0.4
77839,English,0.85
77843,Hindi,0.55
77848,English,0.5
77850,Italian,1
77856,English,0.45
77857,English,0.5
77861,English,0.5
77874,Spanish,0.65
77877,English,0.5
77878,English,0.45
77879,Italian,0.7
77880,Turkish,0.3
77883,Italian,0.3
77888,Dutch,0.6
77890,Dutch,0.95
77892,Swedish,0.55
77895,English,0.4
77903,English,0.55
77910,Spanish,0.55
77916,English,1
77918,Swedish,0.5
77923,English,0.85
77928,English,1
7793,English,0.55
77942,Nepalese,0.65
77943,English,0.6
77947,Chinese/Xianghua,0.5
77948,French,0.65
77949,English,0.4
77950,English,1
77954,English,0.65
77955,Turkish,0.55
7796,English,0.45
77961,English,0.45
77962,English,0.6
77963,English,0.45
77964,German,0.5
77965,English,0.95
77966,English,0.65
77973,English,0.25
77978,Chinese/Mandarin,0.55
77985,English,0.9
77987,German,0.7
77989,English,1
77994,English,0.55
77997,German,0.45
77999,Telugu,0.25
78,Armenian,0.2
780,Spanish,0.5
78002,English,1
7801,English,0.5
78011,English,0.95
78013,Welsh,0.35
7802,English,0.55
78021,English,0.5
78024,English,1
78029,English,0.65
7803,English,0.6
78030,English,0.5
78031,Spanish,0.6
78041,English,0.55
78047,English,0.5
7805,English,0.85
78051,English,0.45
7806,German,0.85
78062,English,0.95
78075,Marathi,0.4
78088,English,0.55
78089,English,0.95
7809,English,0.95
78091,English,0.5
78092,English,0.85
78095,English,0.4
78099,German,0.65
7811,English,1
78112,Finnish,0.5
78114,Swedish,0.45
78116,German,0.7
78117,English,0.8
78120,English,0.55
78125,English,0.6
78126,English,0.7
78127,English,0.55
78128,Tagalog,0.65
78130,English,0.4
78131,English,0.45
78134,English,0.6
78135,Romanian,0.9
78138,English,0.45
78141,English,0.5
78146,Japanese,0.9
78147,English,0.5
78150,Swedish,0.5
78154,English,0.7
78156,Dutch,0.6
78158,Danish,0.3
7816,English,0.55
78165,English,0.45
78167,Swedish,0.95
78170,English,0.8
78171,Spanish,0.45
78179,English,0.8
78184,Hindi,0.4
78189,English,0.5
7819,English,0.45
78192,English,0.5
78193,English,0.85
78199,Finnish,0.4
782,English,0.95
7820,English,0.25
78204,Swedish,0.5
78206,English,0.45
78208,English,0.9
78210,English,0.95
78213,German,0.4
78219,English,0.75
7822,French,0.55
78220,Hindi,0.5
78228,English,0.7
78231,English,0.7
78232,Esperanto,0.75
78235,English,0.9
78240,Russian,0.95
78242,French,0.55
78243,English,0.65
78246,Norwegian,0.8
78247,French,0.65
78250,English,0.45
78253,Dutch,0.65
7826,English,0.8
78261,English,0.8
78264,French,0.95
78266,Dutch,0.4
78272,Arabic,0.5
78274,English,0.45
78275,English,1
78276,Italian,0.55
78278,English,0.65
78280,English,0.4
78285,Portuguese,0.75
78286,English,0.55
78299,English,0.95
7830,English,0.6
78304,English,0.6
78306,French,0.45
7831,English,0.8
78312,English,0.5
78316,English,0.65
78317,English,0.9
78319,English,0.55
78321,Danish,0.5
78323,English,0.95
78324,Swedish,0.75
7833,English,0.45
78339,English,1
78343,English,1
78348,German,0.35
78351,Spanish,0.6
78360,English,0.7
78367,English,0.45
78371,English,0.5
78375,English,0.35
78376,English,0.65
78385,English,0.6
78386,English,0.9
78392,English,0.75
78393,Chinese/Cantonese/Yue,0.65
78395,English,0.8
78402,English,0.4
78413,English,0.8
78418,French,0.55
78428,Afrikaans,0.95
7843,Portuguese,0.35
78435,English,0.95
78437,English,0.85
78448,English,0.55
78453,English,0.95
78455,French,0.75
78457,Italian,0.6
78459,English,0.65
7846,English,0.7
78460,English,0.55
78461,English,0.45
78466,English,0.6
78473,English,1
78475,English,0.5
78478,English,0.45
7848,Spanish,0.5
78480,English,0.4
78482,Swedish,0.75
78483,English,0.75
78492,German,1
7850,Greek,0.4
78500,English,0.6
78504,English,0.75
78505,English,0.65
78506,English,0.4
78508,English,0.4
7851,English,1
78510,English,0.85
78514,German,0.7
78522,English,0.55
78523,Tagalog,0.75
78528,Finnish,0.55
78529,English,0.45
78531,English,0.45
78534,English,0.4
78545,English,0.65
78554,English,0.75
78555,Lithuanian,0.9
78567,Farsi,0.9
78568,English,0.95
78569,English,0.6
78572,Albanian,0.4
78575,English,1
78586,English,0.45
78588,English,0.55
7859,Korean,0.3
78590,Swedish,0.35
78595,German,0.6
78596,English,0.95
78598,English,1
786,Swedish,0.3
7861,English,0.55
78611,English,0.6
78612,English,0.55
78616,English,1
78632,Swedish,0.6
78635,French,0.35
78642,Croatian,0.55
78644,Malay,0.4
78646,English,0.5
78652,English,0.6
78653,English,0.6
7866,German,0.65
78664,English,0.55
78666,German,0.4
78668,Gujarati,0.4
78669,English,0.8
78674,Arabic,0.45
78676,German,0.4
78680,English,0.25
78684,Spanish,0.5
78687,English,0.5
78688,Russian,0.4
78689,Hebrew,0.35
78690,English,0.65
787,Danish,0.6
7870,English,0.35
78705,Czech,0.4
78706,German,0.7
78711,English,0.9
78719,English,0.7
78722,English,0.4
78728,French,0.65
78730,Chinese/Cantonese/Yue,0.4
78732,Marathi,0.6
78733,French,0.5
78739,English,0.55
7874,French,0.5
78746,English,1
78747,English,0.5
7875,English,0.75
78757,English,0.85
78766,English,0.45
78767,English,0.9
78768,English,0.6
78771,English,0.6
78773,Japanese,0.85
78774,English,0.75
78776,English,0.9
78777,English,0.65
78779,English,0.35
78787,English,0.75
78794,Malay,0.4
78795,English,0.95
78797,French,0.95
78798,English,1
78799,Arabic,0.75
788,French,0.9
78802,English,0.55
78807,Tagalog,0.45
78828,Polish,0.65
78829,Malayalam,0.35
78832,English,0.5
78834,English,0.45
78836,French,0.7
78839,English,0.95
78840,English,0.5
78841,English,0.25
78847,English,0.55
78850,English,0.65
78851,English,0.55
78854,English,0.5
78858,English,0.55
7886,English,0.5
78864,English,0.6
78867,French,0.55
78868,English,0.6
78873,English,0.45
78874,Gujarati,0.35
78875,English,0.65
78876,German,0.35
78878,English,0.95
78879,English,0.6
78883,Finnish,1
78889,English,1
7889,English,1
78891,English,0.65
78896,English,0.7
7890,German,0.6
78901,English,0.5
78905,English,0.95
78906,Dutch,0.65
78907,English,0.5
78908,Korean,0.5
78914,German,0.5
78915,English,0.6
78918,English,0.4
78925,English,1
78926,English,0.5
78927,Tagalog,0.6
78929,English,0.6
78931,French,0.55
78933,Swedish,0.7
78934,English,0.4
78940,English,0.5
78942,German,0.6
78945,English,0.6
78948,Swiss German,0.6
7895,English,0.6
78953,German,0.65
78955,English,0.5
7896,English,0.55
78966,Dutch,0.95
78967,English,0.55
7897,Norwegian,0.5
78975,English,0.55
78979,English,0.35
78985,English,0.6
78990,English,1
78994,English,0.75
78996,English,0.5
790,English,0.85
7900,English,0.55
79007,English,0.65
79009,Russian,0.4
79011,Lithuanian,0.5
79014,Korean,0.55
79018,Italian,0.9
7902,English,0.65
79020,English,0.95
79023,English,0.6
79024,English,0.7
79029,English,0.9
79031,English,0.6
79033,English,0.7
79034,English,0.85
79045,English,0.85
7905,English,0.8
79050,French,0.4
79053,English,0.85
79059,English,0.4
7906,English,0.6
79063,English,0.55
79070,Portuguese,0.35
79071,English,0.55
79078,Gujarati,0.35
79079,English,0.75
79084,English,0.5
79096,English,1
79101,Swedish,0.45
79105,English,0.6
79106,English,0.55
79109,Portuguese,0.95
79111,Nepalese,0.6
79118,English,0.7
79119,English,0.85
7912,English,0.5
79124,English,0.45
79125,Indonesian,1
79126,Catalan,0.55
79134,English,0.85
79141,Farsi,0.55
79144,English,0.8
79147,Dutch,1
7915,English,0.5
79150,Tagalog,0.4
79157,German,0.35
79158,German,0.55
79163,English,0.45
7917,English,0.6
79173,English,0.75
79178,Spanish,1
79184,English,0.55
79187,English,0.8
79188,Turkish,0.45
79192,English,0.3
79193,English,0.5
79197,Italian,0.65
79200,English,0.6
79206,English,0.45
79209,English,0.6
79212,English,0.6
79213,English,0.7
79216,French,0.7
79217,English,0.4
79219,English,0.75
79223,German,0.65
79225,Catalan,0.45
7923,English,0.35
79235,English,0.85
79243,Romanian,0.35
79244,Turkish,0.5
7925,Arabic,0.6
79251,Other,0.4
79254,Hebrew,0.6
79257,Turkish,0.55
79259,Swedish,0.5
7926,French,0.4
79263,English,0.95
79268,English,0.65
7927,English,0.6
79270,English,0.5
79271,German,0.55
79272,Punjabi,0.4
79275,English,0.55
79280,English,0.95
79281,English,0.4
79289,English,0.55
79292,German,0.35
79295,English,0.65
7930,English,0.65
79302,English,0.45
79313,German,0.8
79316,English,0.6
79322,English,0.65
79327,English,0.5
79334,Portuguese,0.45
79340,English,0.5
79346,English,0.9
79352,English,0.8
79361,English,0.5
79367,English,0.45
79373,English,0.5
79374,English,0.95
79377,English,0.45
79378,English,0.35
79380,Chinese/Mandarin,0.55
79382,French,0.55
79389,English,0.65
79393,English,0.55
79394,English,0.75
79399,English,0.8
7940,Romanian,0.5
79403,English,0.55
79408,English,0.8
79412,Dutch,0.45
79413,English,0.4
79414,Italian,0.9
79416,English,0.5
79418,English,1
7942,English,0.65
79423,English,0.95
79427,Basque,0.5
7943,English,0.6
79442,English,0.9
79445,Hebrew,0.45
79446,Hungarian,0.4
79448,English,0.35
79454,French,0.65
79458,English,0.5
79474,English,0.4
79477,English,0.75
79481,English,0.3
79485,English,0.5
79486,English,0.4
79487,English,0.7
79488,English,1
79492,English,0.7
79497,English,0.65
795,English,0.35
79502,English,0.6
79504,English,0.95
79510,Hindi,0.85
79513,English,0.8
7952,Spanish,0.5
79522,English,0.55
79523,English,0.55
79526,German,0.6
79527,Gujarati,0.75
79534,Spanish,0.7
79539,English,1
79541,Hungarian,0.8
79546,English,0.95
79550,English,0.45
79552,English,0.45
79553,English,0.55
79554,English,0.7
7956,English,0.8
79560,French,0.7
79563,English,0.6
79567,English,0.8
7957,English,0.55
79574,Dutch,0.65
79577,English,0.8
79579,English,0.95
79580,Hebrew,0.55
79582,English,0.5
79588,Portuguese,0.55
79589,English,0.75
7959,English,0.45
79590,English,0.35
79592,English,0.8
79597,Arabic,0.45
79598,English,0.65
79599,English,0.7
79600,English,0.9
79601,Spanish,0.7
79606,Dutch,0.9
79608,English,0.75
79609,English,0.65
79614,English,0.6
79615,Korean,0.95
79617,Spanish,0.5
79618,English,1
7962,English,0.8
79628,English,0.65
7963,English,0.55
79631,Dutch,0.65
79633,Spanish,0.85
79639,Dutch,0.45
79640,English,0.55
79642,English,0.9
79647,English,0.5
79653,English,0.65
79655,English,0.85
79656,English,0.5
79658,Romanian,0.6
79659,English,0.85
79663,Czech,0.45
79665,English,0.8
79668,Romanian,0.6
79669,English,0.45
79674,Spanish,0.7
79678,English,0.5
79682,English,0.65
79684,English,0.9
79696,English,1
79709,English,0.55
79712,English,0.5
79719,English,1
79720,English,0.6
79721,Bengali,0.35
79723,English,0.5
79732,English,0.7
79733,English,0.95
79735,English,0.35
79739,English,0.55
79750,English,1
79754,English,0.4
79757,English,0.35
79763,English,0.35
79775,English,0.6
79776,Portuguese,0.65
79779,English,0.8
79782,English,0.65
79786,English,1
79792,English,0.5
79795,English,0.6
79796,German,0.35
79802,English,0.6
79808,English,0.65
79817,English,0.65
